---NASA PVT+ V1.5.6-B2626 SINGLE TRIAL PVT DATA---
STUDY NAME:,OfficialPPGSleep
STUDY GROUP:,KarlenDay1
SUBJECT ID:,Karlen4
TRIAL:,1
TRIAL DATE TIME:,07-25-2025 20:05
HANDEDNESS:,RIGHT
IOS DEVICE:,iPhone14,7
IOS VERSION:,18.5
LATENCY OFFSET:, SEE DOCUMENTATION
PVT LENGTH (SEC):,600
PVT TIMEOUT (SEC):,10
TIMEOUT AUDIO ALARM:,FALSE
TIMEOUT HAPTIC ALARM:,FALSE
---DATA---
Reaction Time(ms),Elapsed Times(sec)
309,8.48
348,12.73
325,17.50
354,24.86
358,33.24
373,40.05
469,46.92
402,49.89
335,55.45
323,59.79
324,62.89
347,72.85
434,76.24
342,85.41
584,89.47
343,91.89
369,94.81
293,101.98
336,105.38
274,110.29
257,115.43
269,122.05
385,124.97
279,130.46
259,137.43
350,140.94
261,149.54
302,153.53
305,157.25
324,161.09
360,164.09
74,173.90
413,176.92
FS,181.04
505,186.93
517,189.35
337,194.92
281,203.42
295,208.02
330,216.38
411,222.94
294,227.31
438,236.65
317,243.45
FS,245.05
277,251.64
350,260.45
453,264.55
348,267.04
283,274.88
321,284.24
321,291.19
320,300.15
364,305.96
319,314.79
289,323.63
329,328.82
369,331.69
408,337.18
329,341.88
487,346.07
318,353.75
466,359.05
403,365.26
390,372.83
397,376.70
284,384.23
327,392.28
299,397.17
387,400.64
349,410.73
272,419.14
353,425.18
494,434.38
376,442.13
325,450.19
FS,454.68
309,461.74
418,466.23
271,473.17
296,482.02
274,491.13
402,495.72
272,503.67
446,506.02
329,515.34
327,520.13
366,526.19
416,530.81
396,537.20
409,546.98
438,556.93
344,563.37
382,569.61
273,577.44
318,583.28
312,589.04
387,593.19
402,596.61
313,603.22
FS,604.22
