---NASA PVT+ V1.5.6-B2626 SINGLE TRIAL PVT DATA---
STUDY NAME:,OfficialPPGSleep
STUDY GROUP:,KarlenDay1
SUBJECT ID:,Karlen2
TRIAL:,1
TRIAL DATE TIME:,07-25-2025 17:51
HANDEDNESS:,RIGHT
IOS DEVICE:,iPhone14,7
IOS VERSION:,18.5
LATENCY OFFSET:, SEE DOCUMENTATION
PVT LENGTH (SEC):,600
PVT TIMEOUT (SEC):,10
TIMEOUT AUDIO ALARM:,FALSE
TIMEOUT HAPTIC ALARM:,FALSE
---DATA---
Reaction Time(ms),Elapsed Times(sec)
403,6.48
394,13.64
393,19.11
347,24.53
454,28.17
340,31.77
385,41.78
357,46.05
441,52.56
344,59.47
352,64.19
399,67.70
310,74.84
301,84.53
289,92.40
411,95.39
326,104.60
384,111.52
366,115.13
307,123.00
329,131.59
309,140.93
323,146.02
314,152.65
402,156.68
335,165.26
446,171.95
323,181.73
339,189.35
526,192.37
328,198.61
337,207.92
349,214.96
429,217.55
FS,217.61
329,221.24
337,229.93
323,239.24
372,244.43
408,253.87
342,259.59
341,264.97
380,274.99
410,281.05
428,284.41
361,289.89
339,299.30
358,307.45
FS,312.35
FS,312.78
472,318.27
375,326.75
381,329.62
386,339.58
303,348.44
382,357.30
429,361.92
325,370.29
378,373.78
350,379.97
422,386.84
357,390.85
358,393.72
314,399.15
305,408.63
FS,413.98
FS,414.33
289,419.49
316,427.91
354,437.54
337,443.01
309,448.42
384,454.21
326,463.33
346,467.62
331,475.24
370,480.28
363,482.93
319,491.40
320,497.47
301,502.01
421,504.36
423,508.72
392,512.04
378,516.14
373,518.79
305,524.78
285,532.27
300,539.61
331,544.48
367,553.95
382,560.27
342,570.33
325,575.57
FS,577.32
350,579.80
383,587.98
394,597.97
314,608.05
